Year,Month,Day,Hours (UTC),Water Level (m)
2015,8,15,19,0.189585594
2015,8,15,20,0.193243194
2015,8,15,21,0.191719194
2015,8,15,22,0.191719194
2015,8,15,23,0.193243194
2015,8,16,0,0.195986394
2015,8,16,1,0.200558394
2015,8,16,2,0.205130393
2015,8,16,3,0.210921593
2015,8,16,4,0.213969593
2015,8,16,5,0.219760793
2015,8,16,6,0.224942393
2015,8,16,7,0.232867193
2015,8,16,8,0.238963192
2015,8,16,9,0.245059192
2015,8,16,10,0.251155192
2015,8,16,11,0.257251192
2015,8,16,12,0.263347192
2015,8,16,13,0.263347192
2015,8,16,14,0.266395191
2015,8,16,15,0.263347192
2015,8,16,16,0.266395191
2015,8,16,17,0.266395191
2015,8,16,18,0.269443191
2015,8,16,19,0.266395191
2015,8,16,20,0.266395191
2015,8,16,21,0.263347192
2015,8,16,22,0.260299192
2015,8,16,23,0.257251192
2015,8,17,0,0.251155192
2015,8,17,1,0.248107192
2015,8,17,2,0.245059192
2015,8,17,3,0.245059192
2015,8,17,4,0.245059192
2015,8,17,5,0.242011192
2015,8,17,6,0.242011192
2015,8,17,7,0.238963192
2015,8,17,8,0.238963192
2015,8,17,9,0.238963192
2015,8,17,10,0.235915192
2015,8,17,11,0.235915192
2015,8,17,12,0.235915192
2015,8,17,13,0.238963192
2015,8,17,14,0.242011192
2015,8,17,15,0.238963192
2015,8,17,16,0.245059192
2015,8,17,17,0.248107192
2015,8,17,18,0.251155192
2015,8,17,19,0.254203192
2015,8,17,20,0.257251192
2015,8,17,21,0.257251192
2015,8,17,22,0.257251192
2015,8,17,23,0.257251192
2015,8,18,0,0.257251192
2015,8,18,1,0.260299192
2015,8,18,2,0.263347192
2015,8,18,3,0.263347192
2015,8,18,4,0.266395191
2015,8,18,5,0.269443191
2015,8,18,6,0.272491191
2015,8,18,7,0.272491191
2015,8,18,8,0.272491191
2015,8,18,9,0.275539191
2015,8,18,10,0.278587191
2015,8,18,11,0.278587191
2015,8,18,12,0.278587191
2015,8,18,13,0.278587191
2015,8,18,14,0.281635191
2015,8,18,15,0.281635191
2015,8,18,16,0.284683191
2015,8,18,17,0.287731191
2015,8,18,18,0.293827191
2015,8,18,19,0.29687519
2015,8,18,20,0.29687519
2015,8,18,21,0.29992319
2015,8,18,22,0.29992319
2015,8,18,23,0.29992319
2015,8,19,0,0.29992319
2015,8,19,1,0.29992319
2015,8,19,2,0.29992319
2015,8,19,3,0.30297119
2015,8,19,4,0.30297119
2015,8,19,5,0.30297119
2015,8,19,6,0.29992319
2015,8,19,7,0.29992319
2015,8,19,8,0.29992319
2015,8,19,9,0.29687519
2015,8,19,10,0.29687519
2015,8,19,11,0.293827191
2015,8,19,12,0.293827191
2015,8,19,13,0.29687519
2015,8,19,14,0.29992319
2015,8,19,15,0.293827191
2015,8,19,16,0.29992319
2015,8,19,17,0.30297119
2015,8,19,18,0.30601919
2015,8,19,19,0.30906719
2015,8,19,20,0.30906719
2015,8,19,21,0.30906719
2015,8,19,22,0.30906719
2015,8,19,23,0.30906719
2015,8,20,0,0.30906719
2015,8,20,1,0.30906719
2015,8,20,2,0.30906719
2015,8,20,3,0.31211519
2015,8,20,4,0.31211519
2015,8,20,5,0.31516319
2015,8,20,6,0.31516319
2015,8,20,7,0.31211519
2015,8,20,8,0.31211519
2015,8,20,9,0.31211519
2015,8,20,10,0.31211519
2015,8,20,11,0.31516319
2015,8,20,12,0.31821119
2015,8,20,13,0.31821119
2015,8,20,14,0.31821119
2015,8,20,15,0.32125919
2015,8,20,16,0.32125919
2015,8,20,17,0.330403189
2015,8,20,18,0.333451189
2015,8,20,19,0.339547189
2015,8,20,20,0.342595189
2015,8,20,21,0.348691189
2015,8,20,22,0.351739189
2015,8,20,23,0.354787189
2015,8,21,0,0.357835189
2015,8,21,1,0.363931188
2015,8,21,2,0.366979188
2015,8,21,3,0.370027188
2015,8,21,4,0.373075188
2015,8,21,5,0.373075188
2015,8,21,6,0.376123188
2015,8,21,7,0.376123188
2015,8,21,8,0.376123188
2015,8,21,9,0.373075188
2015,8,21,10,0.373075188
2015,8,21,11,0.373075188
2015,8,21,12,0.373075188
2015,8,21,13,0.370027188
2015,8,21,14,0.376123188
2015,8,21,15,0.370027188
2015,8,21,16,0.376123188
2015,8,21,17,0.376123188
2015,8,21,18,0.379171188
2015,8,21,19,0.376123188
2015,8,21,20,0.382219188
2015,8,21,21,0.379171188
2015,8,21,22,0.382219188
2015,8,21,23,0.382219188
2015,8,22,0,0.379171188
2015,8,22,1,0.382219188
2015,8,22,2,0.382219188
2015,8,22,3,0.388315188
2015,8,22,4,0.388315188
2015,8,22,5,0.391363187
2015,8,22,6,0.388315188
2015,8,22,7,0.388315188
2015,8,22,8,0.388315188
2015,8,22,9,0.385267188
2015,8,22,10,0.385267188
2015,8,22,11,0.385267188
2015,8,22,12,0.385267188
2015,8,22,13,0.385267188
2015,8,22,14,0.388315188
2015,8,22,15,0.388315188
2015,8,22,16,0.388315188
2015,8,22,17,0.391363187
2015,8,22,18,0.394411187
2015,8,22,19,0.397459187
2015,8,22,20,0.400507187
2015,8,22,21,0.400507187
2015,8,22,22,0.400507187
2015,8,22,23,0.400507187
2015,8,23,0,0.400507187
2015,8,23,1,0.400507187
2015,8,23,2,0.400507187
2015,8,23,3,0.403555187
2015,8,23,4,0.403555187
2015,8,23,5,0.403555187
2015,8,23,6,0.403555187
2015,8,23,7,0.403555187
2015,8,23,8,0.403555187
2015,8,23,9,0.400507187
2015,8,23,10,0.400507187
2015,8,23,11,0.400507187
2015,8,23,12,0.397459187
2015,8,23,13,0.397459187
2015,8,23,14,0.397459187
2015,8,23,15,0.400507187
2015,8,23,16,0.400507187
2015,8,23,17,0.400507187
2015,8,23,18,0.403555187
2015,8,23,19,0.403555187
2015,8,23,20,0.403555187
2015,8,23,21,0.403555187
2015,8,23,22,0.406603187
2015,8,23,23,0.403555187
2015,8,24,0,0.403555187
2015,8,24,1,0.406603187
2015,8,24,2,0.406603187
2015,8,24,3,0.409651187
2015,8,24,4,0.412699187
2015,8,24,5,0.415747187
2015,8,24,6,0.418795187
2015,8,24,7,0.418795187
2015,8,24,8,0.418795187
2015,8,24,9,0.421843187
2015,8,24,10,0.424891186
2015,8,24,11,0.424891186
2015,8,24,12,0.427939186
2015,8,24,13,0.430987186
2015,8,24,14,0.434035186
2015,8,24,15,0.437083186
2015,8,24,16,0.443179186
2015,8,24,17,0.443179186
2015,8,24,18,0.446227186
2015,8,24,19,0.449275186
2015,8,24,20,0.452323186
2015,8,24,21,0.455371185
2015,8,24,22,0.458419185
2015,8,24,23,0.455371185
2015,8,25,0,0.449275186
2015,8,25,1,0.452323186
2015,8,25,2,0.455371185
2015,8,25,3,0.458419185
2015,8,25,4,0.458419185
2015,8,25,5,0.458419185
2015,8,25,6,0.458419185
2015,8,25,7,0.458419185
2015,8,25,8,0.455371185
2015,8,25,9,0.458419185
2015,8,25,10,0.458419185
2015,8,25,11,0.455371185
2015,8,25,12,0.455371185
2015,8,25,13,0.455371185
2015,8,25,14,0.455371185
2015,8,25,15,0.455371185
2015,8,25,16,0.461467185
2015,8,25,17,0.464515185
2015,8,25,18,0.464515185
2015,8,25,19,0.464515185
2015,8,25,20,0.467563185
2015,8,25,21,0.470611185
2015,8,25,22,0.470611185
2015,8,25,23,0.470611185
2015,8,26,0,0.470611185
2015,8,26,1,0.473659185
2015,8,26,2,0.476707185
2015,8,26,3,0.479755185
2015,8,26,4,0.482803185
2015,8,26,5,0.485851184
2015,8,26,6,0.485851184
2015,8,26,7,0.488899184
2015,8,26,8,0.488899184
2015,8,26,9,0.491947184
2015,8,26,10,0.491947184
2015,8,26,11,0.494995184
2015,8,26,12,0.498043184
2015,8,26,13,0.501091184
2015,8,26,14,0.504139184
2015,8,26,15,0.507187184
2015,8,26,16,0.510235184
2015,8,26,17,0.513283184
2015,8,26,18,0.516331183
2015,8,26,19,0.519379183
2015,8,26,20,0.522427183
2015,8,26,21,0.522427183
2015,8,26,22,0.525475183
2015,8,26,23,0.525475183
2015,8,27,0,0.525475183
2015,8,27,1,0.528523183
2015,8,27,2,0.528523183
2015,8,27,3,0.528523183
2015,8,27,4,0.531571183
2015,8,27,5,0.531571183
2015,8,27,6,0.528523183
2015,8,27,7,0.525475183
2015,8,27,8,0.525475183
2015,8,27,9,0.528523183
2015,8,27,10,0.528523183
2015,8,27,11,0.528523183
2015,8,27,12,0.531571183
2015,8,27,13,0.525475183
2015,8,27,14,0.528523183
2015,8,27,15,0.528523183
2015,8,27,16,0.531571183
2015,8,27,17,0.528523183
2015,8,27,18,0.528523183
2015,8,27,19,0.525475183
2015,8,27,20,0.525475183
2015,8,27,21,0.525475183
2015,8,27,22,0.528523183
2015,8,27,23,0.525475183
2015,8,28,0,0.525475183
2015,8,28,1,0.528523183
2015,8,28,2,0.531571183
2015,8,28,3,0.534619183
2015,8,28,4,0.534619183
2015,8,28,5,0.534619183
2015,8,28,6,0.534619183
2015,8,28,7,0.531571183
2015,8,28,8,0.531571183
2015,8,28,9,0.534619183
2015,8,28,10,0.528523183
2015,8,28,11,0.531571183
2015,8,28,12,0.528523183
2015,8,28,13,0.534619183
2015,8,28,14,0.525475183
2015,8,28,15,0.537667183
2015,8,28,16,0.537667183
2015,8,28,17,0.537667183
2015,8,28,18,0.537667183
2015,8,28,19,0.537667183
2015,8,28,20,0.537667183
2015,8,28,21,0.540715183
2015,8,28,22,0.540715183
2015,8,28,23,0.540715183
2015,8,29,0,0.543763183
2015,8,29,1,0.543763183
2015,8,29,2,0.549859182
2015,8,29,3,0.549859182
2015,8,29,4,0.555955182
2015,8,29,5,0.559003182
2015,8,29,6,0.562051182
2015,8,29,7,0.565099182
2015,8,29,8,0.565099182
2015,8,29,9,0.568147182
2015,8,29,10,0.565099182
2015,8,29,11,0.568147182
2015,8,29,12,0.568147182
2015,8,29,13,0.568147182
2015,8,29,14,0.571195182
2015,8,29,15,0.574243182
2015,8,29,16,0.583387181
2015,8,29,17,0.589483181
2015,8,29,18,0.592531181
2015,8,29,19,0.592531181
2015,8,29,20,0.592531181
2015,8,29,21,0.592531181
2015,8,29,22,0.595579181
2015,8,29,23,0.595579181
2015,8,30,0,0.595579181
2015,8,30,1,0.595579181
2015,8,30,2,0.595579181
2015,8,30,3,0.598627181
2015,8,30,4,0.601675181
2015,8,30,5,0.601675181
2015,8,30,6,0.601675181
2015,8,30,7,0.601675181
2015,8,30,8,0.601675181
2015,8,30,9,0.595579181
2015,8,30,10,0.598627181
2015,8,30,11,0.595579181
2015,8,30,12,0.595579181
2015,8,30,13,0.595579181
2015,8,30,14,0.595579181
2015,8,30,15,0.604723181
2015,8,30,16,0.607771181
2015,8,30,17,0.61081918
2015,8,30,18,0.607771181
2015,8,30,19,0.61081918
2015,8,30,20,0.61691518
2015,8,30,21,0.61386718
2015,8,30,22,0.61691518
2015,8,30,23,0.61691518
2015,8,31,0,0.61996318
2015,8,31,1,0.62301118
2015,8,31,2,0.62605918
2015,8,31,3,0.62910718
2015,8,31,4,0.63215518
2015,8,31,5,0.63520318
2015,8,31,6,0.63825118
2015,8,31,7,0.63825118
2015,8,31,8,0.63825118
2015,8,31,9,0.641299179
2015,8,31,10,0.641299179
2015,8,31,11,0.647395179
2015,8,31,12,0.647395179
2015,8,31,13,0.647395179
2015,8,31,14,0.650443179
2015,8,31,15,0.656539179
2015,8,31,16,0.668731179
2015,8,31,17,0.665683179
2015,8,31,18,0.668731179
2015,8,31,19,0.668731179
2015,8,31,20,0.668731179
2015,8,31,21,0.671779179
2015,8,31,22,0.671779179
2015,8,31,23,0.671779179
2015,9,1,0,0.671779179
2015,9,1,1,0.671779179
2015,9,1,2,0.671779179
2015,9,1,3,0.674827178
2015,9,1,4,0.674827178
2015,9,1,5,0.677875178
2015,9,1,6,0.677875178
2015,9,1,7,0.674827178
2015,9,1,8,0.674827178
2015,9,1,9,0.674827178
2015,9,1,10,0.674827178
2015,9,1,11,0.674827178
2015,9,1,12,0.674827178
2015,9,1,13,0.674827178
2015,9,1,14,0.683971178
2015,9,1,15,0.683971178
2015,9,1,16,0.687019178
2015,9,1,17,0.690067178
2015,9,1,18,0.690067178
2015,9,1,19,0.693115178
2015,9,1,20,0.693115178
2015,9,1,21,0.696163178
2015,9,1,22,0.696163178
2015,9,1,23,0.699211178
2015,9,2,0,0.702259178
2015,9,2,1,0.705307177
2015,9,2,2,0.711403177
2015,9,2,3,0.714451177
2015,9,2,4,0.714451177
2015,9,2,5,0.717499177
2015,9,2,6,0.720547177
2015,9,2,7,0.723595177
2015,9,2,8,0.723595177
2015,9,2,9,0.726643177
2015,9,2,10,0.729691177
2015,9,2,11,0.729691177
2015,9,2,12,0.732739177
2015,9,2,13,0.735787176
2015,9,2,14,0.738835176
2015,9,2,15,0.741883176
2015,9,2,16,0.741883176
2015,9,2,17,0.741883176
2015,9,2,18,0.744931176
2015,9,2,19,0.744931176
2015,9,2,20,0.744931176
2015,9,2,21,0.741883176
2015,9,2,22,0.741883176
2015,9,2,23,0.735787176
2015,9,3,0,0.735787176
2015,9,3,1,0.735787176
2015,9,3,2,0.735787176
2015,9,3,3,0.732739177
2015,9,3,4,0.732739177
2015,9,3,5,0.735787176
2015,9,3,6,0.735787176
2015,9,3,7,0.735787176
2015,9,3,8,0.735787176
2015,9,3,9,0.738835176
2015,9,3,10,0.741883176
2015,9,3,11,0.738835176
2015,9,3,12,0.738835176
2015,9,3,13,0.738835176
2015,9,3,14,0.735787176
2015,9,3,15,0.738835176
2015,9,3,16,0.735787176
2015,9,3,17,0.732739177
2015,9,3,18,0.732739177
2015,9,3,19,0.729691177
2015,9,3,20,0.729691177
2015,9,3,21,0.732739177
2015,9,3,22,0.732739177
2015,9,3,23,0.735787176
2015,9,4,0,0.735787176
2015,9,4,1,0.741883176
2015,9,4,2,0.744931176
2015,9,4,3,0.751027176
2015,9,4,4,0.754075176
2015,9,4,5,0.757123176
2015,9,4,6,0.760171176
2015,9,4,7,0.760171176
2015,9,4,8,0.766267175
2015,9,4,9,0.769315175
2015,9,4,10,0.772363175
2015,9,4,11,0.772363175
2015,9,4,12,0.775411175
2015,9,4,13,0.778459175
2015,9,4,14,0.781507175
2015,9,4,15,0.784555175
2015,9,4,16,0.787603175
2015,9,4,17,0.793699175
2015,9,4,18,0.796747175
2015,9,4,19,0.796747175
2015,9,4,20,0.799795174
2015,9,4,21,0.802843174
2015,9,4,22,0.802843174
2015,9,4,23,0.802843174
2015,9,5,0,0.805891174
2015,9,5,1,0.805891174
2015,9,5,2,0.811987174
2015,9,5,3,0.811987174
2015,9,5,4,0.815035174
2015,9,5,5,0.818083174
2015,9,5,6,0.818083174
2015,9,5,7,0.815035174
2015,9,5,8,0.818083174
2015,9,5,9,0.818083174
2015,9,5,10,0.821131174
2015,9,5,11,0.818083174
2015,9,5,12,0.821131174
2015,9,5,13,0.821131174
2015,9,5,14,0.821131174
2015,9,5,15,0.824179174
2015,9,5,16,0.824179174
2015,9,5,17,0.827227174
2015,9,5,18,0.824179174
2015,9,5,19,0.824179174
2015,9,5,20,0.821131174
2015,9,5,21,0.824179174
2015,9,5,22,0.824179174
2015,9,5,23,0.824179174
2015,9,6,0,0.824179174
2015,9,6,1,0.827227174
2015,9,6,2,0.830275173
2015,9,6,3,0.830275173
2015,9,6,4,0.836371173
2015,9,6,5,0.836371173
2015,9,6,6,0.839419173
2015,9,6,7,0.839419173
2015,9,6,8,0.842467173
2015,9,6,9,0.845515173
2015,9,6,10,0.848563173
2015,9,6,11,0.851611173
2015,9,6,12,0.851611173
2015,9,6,13,0.851611173
2015,9,6,14,0.854659173
2015,9,6,15,0.854659173
2015,9,6,16,0.854659173
2015,9,6,17,0.857707173
2015,9,6,18,0.857707173
2015,9,6,19,0.857707173
2015,9,6,20,0.857707173
2015,9,6,21,0.854659173
2015,9,6,22,0.854659173
2015,9,6,23,0.854659173
2015,9,7,0,0.851611173
2015,9,7,1,0.851611173
2015,9,7,2,0.854659173
2015,9,7,3,0.857707173
2015,9,7,4,0.860755172
2015,9,7,5,0.860755172
2015,9,7,6,0.863803172
2015,9,7,7,0.866851172
2015,9,7,8,0.869899172
2015,9,7,9,0.872947172
2015,9,7,10,0.875995172
2015,9,7,11,0.879043172
2015,9,7,12,0.879043172
2015,9,7,13,0.882091172
2015,9,7,14,0.885139172
2015,9,7,15,0.885139172
2015,9,7,16,0.885139172
2015,9,7,17,0.891235171
2015,9,7,18,0.891235171
2015,9,7,19,0.888187172
2015,9,7,20,0.882091172
2015,9,7,21,0.879043172
2015,9,7,22,0.879043172
2015,9,7,23,0.879043172
2015,9,8,0,0.879043172
2015,9,8,1,0.882091172
2015,9,8,2,0.885139172
2015,9,8,3,0.888187172
2015,9,8,4,0.891235171
2015,9,8,5,0.894283171
2015,9,8,6,0.897331171
2015,9,8,7,0.900379171
2015,9,8,8,0.900379171
2015,9,8,9,0.903427171
2015,9,8,10,0.903427171
2015,9,8,11,0.903427171
2015,9,8,12,0.903427171
2015,9,8,13,0.900379171
2015,9,8,14,0.900379171
2015,9,8,15,0.900379171
2015,9,8,16,0.903427171
2015,9,8,17,0.903427171
2015,9,8,18,0.906475171
2015,9,8,19,0.906475171
2015,9,8,20,0.906475171
2015,9,8,21,0.906475171
2015,9,8,22,0.909523171
2015,9,8,23,0.912571171
2015,9,9,0,0.915619171
2015,9,9,1,0.918667171
2015,9,9,2,0.92476317
2015,9,9,3,0.93085917
2015,9,9,4,0.94000317
2015,9,9,5,0.94609917
2015,9,9,6,0.94914717
2015,9,9,7,0.94914717
2015,9,9,8,0.94914717
2015,9,9,9,0.94914717
2015,9,9,10,0.94609917
2015,9,9,11,0.94914717
2015,9,9,12,0.94914717
2015,9,9,13,0.94914717
2015,9,9,14,0.94305117
2015,9,9,15,0.94305117
2015,9,9,16,0.94305117
2015,9,9,17,0.93695517
2015,9,9,18,0.93695517
2015,9,9,19,0.93085917
2015,9,9,20,0.921715171
2015,9,9,21,0.918667171
2015,9,9,22,0.915619171
2015,9,9,23,0.912571171
2015,9,10,0,0.912571171
2015,9,10,1,0.909523171
2015,9,10,2,0.912571171
2015,9,10,3,0.912571171
2015,9,10,4,0.915619171
2015,9,10,5,0.918667171
2015,9,10,6,0.921715171
2015,9,10,7,0.92476317
2015,9,10,8,0.92781117
2015,9,10,9,0.93390717
2015,9,10,10,0.93695517
2015,9,10,11,0.94305117
2015,9,10,12,0.94609917
2015,9,10,13,0.94609917
2015,9,10,14,0.94914717
2015,9,10,15,0.94914717
2015,9,10,16,0.95219517
2015,9,10,17,0.95219517
2015,9,10,18,0.95219517
2015,9,10,19,0.94914717
2015,9,10,20,0.95219517
2015,9,10,21,0.95219517
2015,9,10,22,0.94914717
2015,9,10,23,0.94914717
2015,9,11,0,0.94914717
2015,9,11,1,0.94609917
2015,9,11,2,0.94609917
2015,9,11,3,0.94305117
2015,9,11,4,0.94305117
2015,9,11,5,0.94000317
2015,9,11,6,0.94000317
2015,9,11,7,0.93695517
2015,9,11,8,0.93390717
2015,9,11,9,0.93085917
2015,9,11,10,0.92781117
2015,9,11,11,0.92781117
2015,9,11,12,0.93085917
2015,9,11,13,0.93085917
2015,9,11,14,0.93085917
2015,9,11,15,0.93085917
2015,9,11,16,0.93390717
2015,9,11,17,0.93390717
2015,9,11,18,0.93695517
2015,9,11,19,0.93695517
2015,9,11,20,0.94305117
2015,9,11,21,0.94305117
2015,9,11,22,0.94609917
2015,9,11,23,0.94914717
2015,9,12,0,0.95219517
2015,9,12,1,0.955243169
2015,9,12,2,0.955243169
2015,9,12,3,0.958291169
2015,9,12,4,0.964387169
2015,9,12,5,0.967435169
2015,9,12,6,0.967435169
2015,9,12,7,0.970483169
2015,9,12,8,0.970483169
2015,9,12,9,0.970483169
2015,9,12,10,0.970483169
2015,9,12,11,0.970483169
2015,9,12,12,0.970483169
2015,9,12,13,0.970483169
2015,9,12,14,0.970483169
2015,9,12,15,0.967435169
2015,9,12,16,0.967435169
2015,9,12,17,0.967435169
2015,9,12,18,0.964387169
2015,9,12,19,0.958291169
2015,9,12,20,0.955243169
2015,9,12,21,0.95219517
2015,9,12,22,0.95219517
2015,9,12,23,0.95219517
2015,9,13,0,0.94914717
2015,9,13,1,0.95219517
2015,9,13,2,0.955243169
2015,9,13,3,0.955243169
2015,9,13,4,0.955243169
2015,9,13,5,0.955243169
2015,9,13,6,0.955243169
2015,9,13,7,0.955243169
2015,9,13,8,0.95219517
2015,9,13,9,0.955243169
2015,9,13,10,0.955243169
2015,9,13,11,0.955243169
2015,9,13,12,0.958291169
2015,9,13,13,0.961339169
2015,9,13,14,0.967435169
2015,9,13,15,0.967435169
2015,9,13,16,0.970483169
2015,9,13,17,0.970483169
2015,9,13,18,0.973531169
2015,9,13,19,0.976579169
2015,9,13,20,0.976579169
2015,9,13,21,0.979627169
2015,9,13,22,0.979627169
2015,9,13,23,0.982675169
2015,9,14,0,0.985723168
2015,9,14,1,0.985723168
2015,9,14,2,0.985723168
2015,9,14,3,0.985723168
2015,9,14,4,0.985723168
2015,9,14,5,0.985723168
2015,9,14,6,0.985723168
2015,9,14,7,0.982675169
2015,9,14,8,0.979627169
2015,9,14,9,0.976579169
2015,9,14,10,0.973531169
2015,9,14,11,0.973531169
2015,9,14,12,0.970483169
2015,9,14,13,0.970483169
2015,9,14,14,0.973531169
2015,9,14,15,0.973531169
2015,9,14,16,0.976579169
2015,9,14,17,0.976579169
2015,9,14,18,0.976579169
2015,9,14,19,0.976579169
2015,9,14,20,0.976579169
2015,9,14,21,0.973531169
2015,9,14,22,0.973531169
2015,9,14,23,0.970483169
2015,9,15,0,0.970483169
2015,9,15,1,0.970483169
2015,9,15,2,0.973531169
2015,9,15,3,0.973531169
2015,9,15,4,0.973531169
2015,9,15,5,0.973531169
2015,9,15,6,0.973531169
2015,9,15,7,0.976579169
2015,9,15,8,0.976579169
2015,9,15,9,0.979627169
2015,9,15,10,0.979627169
2015,9,15,11,0.979627169
2015,9,15,12,0.979627169
2015,9,15,13,0.982675169
2015,9,15,14,0.985723168
2015,9,15,15,0.985723168
2015,9,15,16,0.988771168
2015,9,15,17,0.988771168
2015,9,15,18,0.991819168
2015,9,15,19,0.994867168
2015,9,15,20,0.994867168
2015,9,15,21,0.997915168
2015,9,15,22,1.000963168
2015,9,15,23,1.004011168
2015,9,16,0,1.004011168
2015,9,16,1,1.010107168
2015,9,16,2,1.013155168
2015,9,16,3,1.016203167
2015,9,16,4,1.019251167
2015,9,16,5,1.022299167
2015,9,16,6,1.025347167
2015,9,16,7,1.028395167
2015,9,16,8,1.031443167
2015,9,16,9,1.031443167
2015,9,16,10,1.034491167
2015,9,16,11,1.034491167
2015,9,16,12,1.037539167
2015,9,16,13,1.037539167
2015,9,16,14,1.040587167
2015,9,16,15,1.043635167
2015,9,16,16,1.043635167
2015,9,16,17,1.043635167
2015,9,16,18,1.043635167
2015,9,16,19,1.046683167
2015,9,16,20,1.046683167
2015,9,16,21,1.043635167
2015,9,16,22,1.043635167
2015,9,16,23,1.046683167
2015,9,17,0,1.046683167
2015,9,17,1,1.049731166
2015,9,17,2,1.049731166
2015,9,17,3,1.049731166
2015,9,17,4,1.052779166
2015,9,17,5,1.052779166
2015,9,17,6,1.055827166
2015,9,17,7,1.055827166
2015,9,17,8,1.055827166
2015,9,17,9,1.055827166
2015,9,17,10,1.055827166
2015,9,17,11,1.058875166
2015,9,17,12,1.058875166
2015,9,17,13,1.058875166
